player,category,ipl,intl_match_date,debut
Yuzvendra Chahal,most_wickets,2016,06 Mar 2018,2016
Yuzvendra Chahal,most_wickets,2015,06 Mar 2018,2016
Vijay Shankar,highest_averages_batting,2017,06 Mar 2018,2018
Yuzvendra Chahal,best_averages_bowling,2016,12 Mar 2018,2016
Yuzvendra Chahal,most_wickets,2016,12 Mar 2018,2016
Yuzvendra Chahal,most_wickets,2015,12 Mar 2018,2016
Vijay Shankar,highest_averages_batting,2017,12 Mar 2018,2018
Yuzvendra Chahal,best_averages_bowling,2016,14 Mar 2018,2016
Yuzvendra Chahal,most_wickets,2016,14 Mar 2018,2016
Yuzvendra Chahal,most_wickets,2015,14 Mar 2018,2016
Mohammed Siraj,best_bowling_figures,2017,14 Mar 2018,2017
Vijay Shankar,highest_averages_batting,2017,14 Mar 2018,2018
Vijay Shankar,highest_averages_batting,2017,18 Mar 2018,2018
Yuzvendra Chahal,best_averages_bowling,2016,18 Mar 2018,2016
Yuzvendra Chahal,most_wickets,2016,18 Mar 2018,2016
Yuzvendra Chahal,most_wickets,2015,18 Mar 2018,2016
