player,runs,mins,bf,4s,6s,sr,inns,match_type,opposition,ground,start_date
A Chopra,31,109,72,2,0,43.05,3,Test,New Zealand,Ahmedabad,08 Oct 2003
V Sehwag,17,36,29,1,0,58.62,3,Test,New Zealand,Ahmedabad,08 Oct 2003
R Dravid,73,124,86,6,0,84.88,3,Test,New Zealand,Ahmedabad,08 Oct 2003
SR Tendulkar,7,19,15,0,0,46.66,3,Test,New Zealand,Ahmedabad,08 Oct 2003
VVS Laxman,44,40,35,3,1,125.71,3,Test,New Zealand,Ahmedabad,08 Oct 2003
SC Ganguly,25,25,23,1,2,108.69,3,Test,New Zealand,Ahmedabad,08 Oct 2003
PA Patel,5*,16,9,0,0,55.55,3,Test,New Zealand,Ahmedabad,08 Oct 2003
L Balaji,DNB,-,-,-,-,-,3,Test,New Zealand,Ahmedabad,08 Oct 2003
Z Khan,DNB,-,-,-,-,-,3,Test,New Zealand,Ahmedabad,08 Oct 2003
Harbhajan Singh,DNB,-,-,-,-,-,3,Test,New Zealand,Ahmedabad,08 Oct 2003
A Kumble,DNB,-,-,-,-,-,3,Test,New Zealand,Ahmedabad,08 Oct 2003
A Chopra,60,199,148,6,0,40.54,2,Test,New Zealand,Mohali,16 Oct 2003
V Sehwag,130,316,225,16,2,57.77,2,Test,New Zealand,Mohali,16 Oct 2003
R Dravid,13,96,59,1,0,22.03,2,Test,New Zealand,Mohali,16 Oct 2003
SR Tendulkar,55,238,175,6,0,31.42,2,Test,New Zealand,Mohali,16 Oct 2003
VVS Laxman,104*,426,262,11,0,39.69,2,Test,New Zealand,Mohali,16 Oct 2003
Yuvraj Singh,20,84,76,2,1,26.31,2,Test,New Zealand,Mohali,16 Oct 2003
PA Patel,18,44,35,3,0,51.42,2,Test,New Zealand,Mohali,16 Oct 2003
A Kumble,5,20,20,1,0,25.00,2,Test,New Zealand,Mohali,16 Oct 2003
Harbhajan Singh,8,16,10,1,0,80.00,2,Test,New Zealand,Mohali,16 Oct 2003
L Balaji,4,32,23,0,0,17.39,2,Test,New Zealand,Mohali,16 Oct 2003
Z Khan,0,1,1,0,0,0.00,2,Test,New Zealand,Mohali,16 Oct 2003
A Chopra,52,228,160,8,0,32.50,3,Test,New Zealand,Mohali,16 Oct 2003
V Sehwag,1,13,7,0,0,14.28,3,Test,New Zealand,Mohali,16 Oct 2003
R Dravid,5,27,24,0,0,20.83,3,Test,New Zealand,Mohali,16 Oct 2003
SR Tendulkar,1,15,10,0,0,10.00,3,Test,New Zealand,Mohali,16 Oct 2003
VVS Laxman,67*,204,183,8,0,36.61,3,Test,New Zealand,Mohali,16 Oct 2003
Yuvraj Singh,5*,33,30,1,0,16.66,3,Test,New Zealand,Mohali,16 Oct 2003
PA Patel,DNB,-,-,-,-,-,3,Test,New Zealand,Mohali,16 Oct 2003
L Balaji,DNB,-,-,-,-,-,3,Test,New Zealand,Mohali,16 Oct 2003
Z Khan,DNB,-,-,-,-,-,3,Test,New Zealand,Mohali,16 Oct 2003
Harbhajan Singh,DNB,-,-,-,-,-,3,Test,New Zealand,Mohali,16 Oct 2003
A Kumble,DNB,-,-,-,-,-,3,Test,New Zealand,Mohali,16 Oct 2003
V Sehwag,31,39,29,5,1,106.89,1,ODI,New Zealand,Chennai,23 Oct 2003
SR Tendulkar,48*,119,66,5,0,72.72,1,ODI,New Zealand,Chennai,23 Oct 2003
VVS Laxman,25,24,23,5,0,108.69,1,ODI,New Zealand,Chennai,23 Oct 2003
R Dravid,4,7,6,0,0,66.66,1,ODI,New Zealand,Chennai,23 Oct 2003
Yuvraj Singh,29*,46,38,4,0,76.31,1,ODI,New Zealand,Chennai,23 Oct 2003
PA Patel,DNB,-,-,-,-,-,1,ODI,New Zealand,Chennai,23 Oct 2003
Z Khan,DNB,-,-,-,-,-,1,ODI,New Zealand,Chennai,23 Oct 2003
M Kaif,DNB,-,-,-,-,-,1,ODI,New Zealand,Chennai,23 Oct 2003
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,New Zealand,Chennai,23 Oct 2003
AB Agarkar,DNB,-,-,-,-,-,1,ODI,New Zealand,Chennai,23 Oct 2003
A Kumble,DNB,-,-,-,-,-,1,ODI,New Zealand,Chennai,23 Oct 2003
V Sehwag,0,2,3,0,0,0.00,1,ODI,Australia,Gwalior,26 Oct 2003
SR Tendulkar,100,158,119,9,1,84.03,1,ODI,Australia,Gwalior,26 Oct 2003
VVS Laxman,102,196,134,9,0,76.11,1,ODI,Australia,Gwalior,26 Oct 2003
Yuvraj Singh,44,44,33,6,1,133.33,1,ODI,Australia,Gwalior,26 Oct 2003
AB Agarkar,22,11,10,4,0,220.00,1,ODI,Australia,Gwalior,26 Oct 2003
M Kaif,1*,7,1,0,0,100.00,1,ODI,Australia,Gwalior,26 Oct 2003
Z Khan,DNB,-,-,-,-,-,1,ODI,Australia,Gwalior,26 Oct 2003
Harbhajan Singh,DNB,-,-,-,-,-,1,ODI,Australia,Gwalior,26 Oct 2003
R Dravid,DNB,-,-,-,-,-,1,ODI,Australia,Gwalior,26 Oct 2003
A Kumble,DNB,-,-,-,-,-,1,ODI,Australia,Gwalior,26 Oct 2003
PA Patel,DNB,-,-,-,-,-,1,ODI,Australia,Gwalior,26 Oct 2003
V Sehwag,0,1,1,0,0,0.00,2,ODI,Australia,Mumbai,01 Nov 2003
SR Tendulkar,68,113,76,10,0,89.47,2,ODI,Australia,Mumbai,01 Nov 2003
VVS Laxman,21,41,36,4,0,58.33,2,ODI,Australia,Mumbai,01 Nov 2003
R Dravid,59,96,70,8,0,84.28,2,ODI,Australia,Mumbai,01 Nov 2003
Yuvraj Singh,9,13,15,1,0,60.00,2,ODI,Australia,Mumbai,01 Nov 2003
M Kaif,10,20,15,0,0,66.66,2,ODI,Australia,Mumbai,01 Nov 2003
AB Agarkar,2,16,10,0,0,20.00,2,ODI,Australia,Mumbai,01 Nov 2003
PA Patel,16,43,31,0,0,51.61,2,ODI,Australia,Mumbai,01 Nov 2003
Harbhajan Singh,6,7,7,1,0,85.71,2,ODI,Australia,Mumbai,01 Nov 2003
A Kumble,6,11,10,1,0,60.00,2,ODI,Australia,Mumbai,01 Nov 2003
Z Khan,5*,15,8,1,0,62.50,2,ODI,Australia,Mumbai,01 Nov 2003
VVS Laxman,31,88,46,4,0,67.39,1,ODI,New Zealand,Cuttack,06 Nov 2003
SR Tendulkar,14,29,14,3,0,100.00,1,ODI,New Zealand,Cuttack,06 Nov 2003
M Kaif,64,136,108,5,0,59.25,1,ODI,New Zealand,Cuttack,06 Nov 2003
R Dravid,31,45,41,2,0,75.60,1,ODI,New Zealand,Cuttack,06 Nov 2003
Yuvraj Singh,0,1,3,0,0,0.00,1,ODI,New Zealand,Cuttack,06 Nov 2003
HK Badani,41,70,45,4,0,91.11,1,ODI,New Zealand,Cuttack,06 Nov 2003
SV Bahutule,11,26,13,1,0,84.61,1,ODI,New Zealand,Cuttack,06 Nov 2003
AB Agarkar,7,16,8,1,0,87.50,1,ODI,New Zealand,Cuttack,06 Nov 2003
Harbhajan Singh,5,11,7,0,0,71.42,1,ODI,New Zealand,Cuttack,06 Nov 2003
Z Khan,33*,16,13,3,2,253.84,1,ODI,New Zealand,Cuttack,06 Nov 2003
M Kartik,1*,10,2,0,0,50.00,1,ODI,New Zealand,Cuttack,06 Nov 2003
V Sehwag,39,80,53,3,1,73.58,2,ODI,Australia,Bengaluru,12 Nov 2003
SR Tendulkar,89,133,91,12,1,97.80,2,ODI,Australia,Bengaluru,12 Nov 2003
VVS Laxman,18,33,22,1,0,81.81,2,ODI,Australia,Bengaluru,12 Nov 2003
SC Ganguly,37,45,31,4,1,119.35,2,ODI,Australia,Bengaluru,12 Nov 2003
R Dravid,34,49,34,3,0,100.00,2,ODI,Australia,Bengaluru,12 Nov 2003
Yuvraj Singh,20,24,16,3,0,125.00,2,ODI,Australia,Bengaluru,12 Nov 2003
M Kaif,8,24,14,0,0,57.14,2,ODI,Australia,Bengaluru,12 Nov 2003
Z Khan,2,3,3,0,0,66.66,2,ODI,Australia,Bengaluru,12 Nov 2003
A Kumble,12*,25,30,0,0,40.00,2,ODI,Australia,Bengaluru,12 Nov 2003
M Kartik,4*,7,7,0,0,57.14,2,ODI,Australia,Bengaluru,12 Nov 2003
A Nehra,DNB,-,-,-,-,-,2,ODI,Australia,Bengaluru,12 Nov 2003
V Sehwag,130,193,134,15,2,97.01,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
SR Tendulkar,102,124,91,12,1,112.08,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
SC Ganguly,33,54,31,4,0,106.45,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
Yuvraj Singh,7,15,10,0,0,70.00,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
R Dravid,50*,29,22,5,3,227.27,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
VVS Laxman,3,10,4,0,0,75.00,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
M Kaif,15*,13,9,2,0,166.66,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
Z Khan,DNB,-,-,-,-,-,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
M Kartik,DNB,-,-,-,-,-,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
AB Agarkar,DNB,-,-,-,-,-,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
A Kumble,DNB,-,-,-,-,-,1,ODI,New Zealand,Hyderabad (Deccan),15 Nov 2003
SR Tendulkar,45,104,66,5,0,68.18,2,ODI,Australia,Kolkata,18 Nov 2003
V Sehwag,5,10,12,1,0,41.66,2,ODI,Australia,Kolkata,18 Nov 2003
VVS Laxman,22,44,26,5,0,84.61,2,ODI,Australia,Kolkata,18 Nov 2003
R Dravid,49,113,69,4,0,71.01,2,ODI,Australia,Kolkata,18 Nov 2003
Yuvraj Singh,4,8,6,0,0,66.66,2,ODI,Australia,Kolkata,18 Nov 2003
HK Badani,30,45,36,5,0,83.33,2,ODI,Australia,Kolkata,18 Nov 2003
AB Agarkar,26*,35,23,1,2,113.04,2,ODI,Australia,Kolkata,18 Nov 2003
M Kartik,1,11,4,0,0,25.00,2,ODI,Australia,Kolkata,18 Nov 2003
Z Khan,0,1,1,0,0,0.00,2,ODI,Australia,Kolkata,18 Nov 2003
Harbhajan Singh,2,8,4,0,0,50.00,2,ODI,Australia,Kolkata,18 Nov 2003
AM Salvi,0,2,4,0,0,0.00,2,ODI,Australia,Kolkata,18 Nov 2003
A Chopra,36,181,135,2,0,26.66,2,Test,Australia,Brisbane,04 Dec 2003
V Sehwag,45,81,51,5,0,88.23,2,Test,Australia,Brisbane,04 Dec 2003
R Dravid,1,14,11,0,0,9.09,2,Test,Australia,Brisbane,04 Dec 2003
SR Tendulkar,0,3,3,0,0,0.00,2,Test,Australia,Brisbane,04 Dec 2003
SC Ganguly,144,291,196,18,0,73.46,2,Test,Australia,Brisbane,04 Dec 2003
VVS Laxman,75,136,113,11,0,66.37,2,Test,Australia,Brisbane,04 Dec 2003
PA Patel,37,122,105,5,0,35.23,2,Test,Australia,Brisbane,04 Dec 2003
AB Agarkar,12,43,26,1,0,46.15,2,Test,Australia,Brisbane,04 Dec 2003
Harbhajan Singh,19*,64,39,2,0,48.71,2,Test,Australia,Brisbane,04 Dec 2003
Z Khan,27,52,46,3,1,58.69,2,Test,Australia,Brisbane,04 Dec 2003
A Nehra,0,6,2,0,0,0.00,2,Test,Australia,Brisbane,04 Dec 2003
A Chopra,4,7,7,1,0,57.14,4,Test,Australia,Brisbane,04 Dec 2003
V Sehwag,0,5,1,0,0,0.00,4,Test,Australia,Brisbane,04 Dec 2003
R Dravid,43*,66,47,6,0,91.48,4,Test,Australia,Brisbane,04 Dec 2003
VVS Laxman,24*,64,43,3,0,55.81,4,Test,Australia,Brisbane,04 Dec 2003
SC Ganguly,DNB,-,-,-,-,-,4,Test,Australia,Brisbane,04 Dec 2003
SR Tendulkar,DNB,-,-,-,-,-,4,Test,Australia,Brisbane,04 Dec 2003
PA Patel,DNB,-,-,-,-,-,4,Test,Australia,Brisbane,04 Dec 2003
A Nehra,DNB,-,-,-,-,-,4,Test,Australia,Brisbane,04 Dec 2003
Z Khan,DNB,-,-,-,-,-,4,Test,Australia,Brisbane,04 Dec 2003
Harbhajan Singh,DNB,-,-,-,-,-,4,Test,Australia,Brisbane,04 Dec 2003
AB Agarkar,DNB,-,-,-,-,-,4,Test,Australia,Brisbane,04 Dec 2003
A Chopra,27,52,44,3,0,61.36,2,Test,Australia,Adelaide,12 Dec 2003
V Sehwag,47,69,41,6,0,114.63,2,Test,Australia,Adelaide,12 Dec 2003
R Dravid,233,594,446,23,1,52.24,2,Test,Australia,Adelaide,12 Dec 2003
SR Tendulkar,1,15,6,0,0,16.66,2,Test,Australia,Adelaide,12 Dec 2003
SC Ganguly,2,10,7,0,0,28.57,2,Test,Australia,Adelaide,12 Dec 2003
VVS Laxman,148,356,282,18,0,52.48,2,Test,Australia,Adelaide,12 Dec 2003
PA Patel,31,65,52,6,0,59.61,2,Test,Australia,Adelaide,12 Dec 2003
AB Agarkar,11,31,30,1,0,36.66,2,Test,Australia,Adelaide,12 Dec 2003
A Kumble,12,53,44,1,0,27.27,2,Test,Australia,Adelaide,12 Dec 2003
IK Pathan,1,24,13,0,0,7.69,2,Test,Australia,Adelaide,12 Dec 2003
A Nehra,0*,18,8,0,0,0.00,2,Test,Australia,Adelaide,12 Dec 2003
A Chopra,20,64,54,2,0,37.03,4,Test,Australia,Adelaide,12 Dec 2003
V Sehwag,47,120,81,7,0,58.02,4,Test,Australia,Adelaide,12 Dec 2003
R Dravid,72*,241,170,7,0,42.35,4,Test,Australia,Adelaide,12 Dec 2003
SR Tendulkar,37,79,59,5,0,62.71,4,Test,Australia,Adelaide,12 Dec 2003
SC Ganguly,12,41,22,1,0,54.54,4,Test,Australia,Adelaide,12 Dec 2003
VVS Laxman,32,44,34,6,0,94.11,4,Test,Australia,Adelaide,12 Dec 2003
PA Patel,3,15,16,0,0,18.75,4,Test,Australia,Adelaide,12 Dec 2003
AB Agarkar,0*,2,0,0,0,-,4,Test,Australia,Adelaide,12 Dec 2003
A Nehra,DNB,-,-,-,-,-,4,Test,Australia,Adelaide,12 Dec 2003
A Kumble,DNB,-,-,-,-,-,4,Test,Australia,Adelaide,12 Dec 2003
IK Pathan,DNB,-,-,-,-,-,4,Test,Australia,Adelaide,12 Dec 2003
A Chopra,48,182,138,6,0,34.78,1,Test,Australia,Melbourne,26 Dec 2003
V Sehwag,195,312,233,25,5,83.69,1,Test,Australia,Melbourne,26 Dec 2003
R Dravid,49,105,89,5,0,55.05,1,Test,Australia,Melbourne,26 Dec 2003
SR Tendulkar,0,3,1,0,0,0.00,1,Test,Australia,Melbourne,26 Dec 2003
SC Ganguly,37,90,63,6,0,58.73,1,Test,Australia,Melbourne,26 Dec 2003
VVS Laxman,19,108,86,2,0,22.09,1,Test,Australia,Melbourne,26 Dec 2003
PA Patel,0,10,1,0,0,0.00,1,Test,Australia,Melbourne,26 Dec 2003
AB Agarkar,0,2,1,0,0,0.00,1,Test,Australia,Melbourne,26 Dec 2003
A Kumble,3,22,12,0,0,25.00,1,Test,Australia,Melbourne,26 Dec 2003
Z Khan,0*,5,1,0,0,0.00,1,Test,Australia,Melbourne,26 Dec 2003
A Nehra,0,2,4,0,0,0.00,1,Test,Australia,Melbourne,26 Dec 2003
A Chopra,4,7,8,1,0,50.00,3,Test,Australia,Melbourne,26 Dec 2003
V Sehwag,11,22,13,2,0,84.61,3,Test,Australia,Melbourne,26 Dec 2003
R Dravid,92,332,244,13,0,37.70,3,Test,Australia,Melbourne,26 Dec 2003
SC Ganguly,73,164,125,12,0,58.40,3,Test,Australia,Melbourne,26 Dec 2003
SR Tendulkar,44,107,79,5,0,55.69,3,Test,Australia,Melbourne,26 Dec 2003
VVS Laxman,18,57,50,3,0,36.00,3,Test,Australia,Melbourne,26 Dec 2003
PA Patel,27*,-,50,4,0,54.00,3,Test,Australia,Melbourne,26 Dec 2003
AB Agarkar,1,15,10,0,0,10.00,3,Test,Australia,Melbourne,26 Dec 2003
A Kumble,0,1,2,0,0,0.00,3,Test,Australia,Melbourne,26 Dec 2003
Z Khan,1,16,8,0,0,12.50,3,Test,Australia,Melbourne,26 Dec 2003
A Nehra,0,20,17,0,0,0.00,3,Test,Australia,Melbourne,26 Dec 2003
A Chopra,45,192,139,5,0,32.37,1,Test,Australia,Sydney,02 Jan 2004
V Sehwag,72,169,115,10,1,62.60,1,Test,Australia,Sydney,02 Jan 2004
R Dravid,38,119,82,7,0,46.34,1,Test,Australia,Sydney,02 Jan 2004
SR Tendulkar,241*,613,436,33,0,55.27,1,Test,Australia,Sydney,02 Jan 2004
VVS Laxman,178,403,298,30,0,59.73,1,Test,Australia,Sydney,02 Jan 2004
SC Ganguly,16,17,11,3,0,145.45,1,Test,Australia,Sydney,02 Jan 2004
PA Patel,62,61,50,11,0,124.00,1,Test,Australia,Sydney,02 Jan 2004
AB Agarkar,2,8,5,0,0,40.00,1,Test,Australia,Sydney,02 Jan 2004
IK Pathan,13*,20,14,2,0,92.85,1,Test,Australia,Sydney,02 Jan 2004
A Kumble,DNB,-,-,-,-,-,1,Test,Australia,Sydney,02 Jan 2004
M Kartik,DNB,-,-,-,-,-,1,Test,Australia,Sydney,02 Jan 2004
A Chopra,2,18,14,0,0,14.28,3,Test,Australia,Sydney,02 Jan 2004
V Sehwag,47,76,50,8,0,94.00,3,Test,Australia,Sydney,02 Jan 2004
R Dravid,91*,166,114,11,1,79.82,3,Test,Australia,Sydney,02 Jan 2004
SR Tendulkar,60*,108,89,5,0,67.41,3,Test,Australia,Sydney,02 Jan 2004
SC Ganguly,DNB,-,-,-,-,-,3,Test,Australia,Sydney,02 Jan 2004
A Kumble,DNB,-,-,-,-,-,3,Test,Australia,Sydney,02 Jan 2004
IK Pathan,DNB,-,-,-,-,-,3,Test,Australia,Sydney,02 Jan 2004
PA Patel,DNB,-,-,-,-,-,3,Test,Australia,Sydney,02 Jan 2004
M Kartik,DNB,-,-,-,-,-,3,Test,Australia,Sydney,02 Jan 2004
AB Agarkar,DNB,-,-,-,-,-,3,Test,Australia,Sydney,02 Jan 2004
VVS Laxman,DNB,-,-,-,-,-,3,Test,Australia,Sydney,02 Jan 2004
V Sehwag,35,85,59,3,0,59.32,2,ODI,Australia,Melbourne,09 Jan 2004
SR Tendulkar,63,117,69,8,1,91.30,2,ODI,Australia,Melbourne,09 Jan 2004
SC Ganguly,82,119,83,6,1,98.79,2,ODI,Australia,Melbourne,09 Jan 2004
VVS Laxman,16,27,22,0,0,72.72,2,ODI,Australia,Melbourne,09 Jan 2004
R Dravid,16,18,19,1,0,84.21,2,ODI,Australia,Melbourne,09 Jan 2004
Yuvraj Singh,25,37,24,0,1,104.16,2,ODI,Australia,Melbourne,09 Jan 2004
SB Bangar,3,5,5,0,0,60.00,2,ODI,Australia,Melbourne,09 Jan 2004
AB Agarkar,1,5,4,0,0,25.00,2,ODI,Australia,Melbourne,09 Jan 2004
IK Pathan,3,9,6,0,0,50.00,2,ODI,Australia,Melbourne,09 Jan 2004
A Kumble,5,8,4,1,0,125.00,2,ODI,Australia,Melbourne,09 Jan 2004
L Balaji,0*,2,0,0,0,-,2,ODI,Australia,Melbourne,09 Jan 2004
V Sehwag,90,124,102,5,5,88.23,2,ODI,Zimbabwe,Hobart,14 Jan 2004
SR Tendulkar,44,107,59,6,0,74.57,2,ODI,Zimbabwe,Hobart,14 Jan 2004
HK Badani,15,30,20,1,0,75.00,2,ODI,Zimbabwe,Hobart,14 Jan 2004
VVS Laxman,13*,41,24,0,0,54.16,2,ODI,Zimbabwe,Hobart,14 Jan 2004
SC Ganguly,32*,27,26,4,1,123.07,2,ODI,Zimbabwe,Hobart,14 Jan 2004
IK Pathan,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Hobart,14 Jan 2004
L Balaji,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Hobart,14 Jan 2004
Yuvraj Singh,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Hobart,14 Jan 2004
AB Agarkar,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Hobart,14 Jan 2004
R Dravid,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Hobart,14 Jan 2004
A Kumble,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Hobart,14 Jan 2004
SC Ganguly,18,33,24,2,1,75.00,1,ODI,Australia,Brisbane,18 Jan 2004
SR Tendulkar,86,129,95,8,0,90.52,1,ODI,Australia,Brisbane,18 Jan 2004
VVS Laxman,103*,185,113,8,0,91.15,1,ODI,Australia,Brisbane,18 Jan 2004
R Dravid,74,76,64,4,0,115.62,1,ODI,Australia,Brisbane,18 Jan 2004
Yuvraj Singh,5,6,4,1,0,125.00,1,ODI,Australia,Brisbane,18 Jan 2004
RS Gavaskar,2*,5,3,0,0,66.66,1,ODI,Australia,Brisbane,18 Jan 2004
IK Pathan,DNB,-,-,-,-,-,1,ODI,Australia,Brisbane,18 Jan 2004
L Balaji,DNB,-,-,-,-,-,1,ODI,Australia,Brisbane,18 Jan 2004
A Nehra,DNB,-,-,-,-,-,1,ODI,Australia,Brisbane,18 Jan 2004
HK Badani,DNB,-,-,-,-,-,1,ODI,Australia,Brisbane,18 Jan 2004
A Kumble,DNB,-,-,-,-,-,1,ODI,Australia,Brisbane,18 Jan 2004
PA Patel,19,39,29,3,0,65.51,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
SC Ganguly,33,68,43,4,0,76.74,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
VVS Laxman,12,39,21,1,0,57.14,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
R Dravid,84,131,106,3,0,79.24,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
Yuvraj Singh,69,83,76,3,0,90.78,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
RS Gavaskar,22,34,22,1,1,100.00,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
HK Badani,1*,4,1,0,0,100.00,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
IK Pathan,5*,2,3,1,0,166.66,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
L Balaji,DNB,-,-,-,-,-,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
A Nehra,DNB,-,-,-,-,-,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
A Kumble,DNB,-,-,-,-,-,1,ODI,Zimbabwe,Brisbane,20 Jan 2004
SC Ganguly,1,7,8,0,0,12.50,1,ODI,Australia,Sydney,22 Jan 2004
PA Patel,28,64,33,4,0,84.84,1,ODI,Australia,Sydney,22 Jan 2004
VVS Laxman,106*,219,130,5,0,81.53,1,ODI,Australia,Sydney,22 Jan 2004
R Dravid,12,14,7,3,0,171.42,1,ODI,Australia,Sydney,22 Jan 2004
Yuvraj Singh,139,143,122,16,2,113.93,1,ODI,Australia,Sydney,22 Jan 2004
RS Gavaskar,2*,3,2,0,0,100.00,1,ODI,Australia,Sydney,22 Jan 2004
M Kartik,DNB,-,-,-,-,-,1,ODI,Australia,Sydney,22 Jan 2004
AB Agarkar,DNB,-,-,-,-,-,1,ODI,Australia,Sydney,22 Jan 2004
IK Pathan,DNB,-,-,-,-,-,1,ODI,Australia,Sydney,22 Jan 2004
L Balaji,DNB,-,-,-,-,-,1,ODI,Australia,Sydney,22 Jan 2004
HK Badani,DNB,-,-,-,-,-,1,ODI,Australia,Sydney,22 Jan 2004
SB Bangar,0,2,4,0,0,0.00,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
PA Patel,0,13,8,0,0,0.00,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
VVS Laxman,131,203,138,13,1,94.92,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
SC Ganguly,1,5,5,0,0,20.00,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
R Dravid,56,95,72,4,0,77.77,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
RS Gavaskar,54,78,62,3,1,87.09,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
HK Badani,5,3,3,1,0,166.66,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
AB Agarkar,12*,14,8,1,0,150.00,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
IK Pathan,5*,6,4,1,0,125.00,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
L Balaji,DNB,-,-,-,-,-,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
M Kartik,DNB,-,-,-,-,-,1,ODI,Zimbabwe,Adelaide,24 Jan 2004
V Sehwag,32,51,34,6,0,94.11,1,ODI,Australia,Perth,01 Feb 2004
SR Tendulkar,5,17,6,1,0,83.33,1,ODI,Australia,Perth,01 Feb 2004
VVS Laxman,1,11,8,0,0,12.50,1,ODI,Australia,Perth,01 Feb 2004
R Dravid,13,61,38,2,0,34.21,1,ODI,Australia,Perth,01 Feb 2004
SC Ganguly,1,17,10,0,0,10.00,1,ODI,Australia,Perth,01 Feb 2004
Yuvraj Singh,47,91,62,5,0,75.80,1,ODI,Australia,Perth,01 Feb 2004
RS Gavaskar,6,15,8,1,0,75.00,1,ODI,Australia,Perth,01 Feb 2004
AB Agarkar,9,44,39,0,0,23.07,1,ODI,Australia,Perth,01 Feb 2004
IK Pathan,20,32,24,2,1,83.33,1,ODI,Australia,Perth,01 Feb 2004
M Kartik,32*,51,41,2,0,78.04,1,ODI,Australia,Perth,01 Feb 2004
L Balaji,11,27,27,0,0,40.74,1,ODI,Australia,Perth,01 Feb 2004
V Sehwag,23,30,22,4,0,104.54,2,ODI,Zimbabwe,Perth,03 Feb 2004
SR Tendulkar,3,16,8,0,0,37.50,2,ODI,Zimbabwe,Perth,03 Feb 2004
VVS Laxman,32,100,46,5,0,69.56,2,ODI,Zimbabwe,Perth,03 Feb 2004
R Dravid,10,29,24,2,0,41.66,2,ODI,Zimbabwe,Perth,03 Feb 2004
Yuvraj Singh,4,14,8,1,0,50.00,2,ODI,Zimbabwe,Perth,03 Feb 2004
HK Badani,34*,83,59,5,0,57.62,2,ODI,Zimbabwe,Perth,03 Feb 2004
RS Gavaskar,4,20,10,0,0,40.00,2,ODI,Zimbabwe,Perth,03 Feb 2004
IK Pathan,3*,18,8,0,0,37.50,2,ODI,Zimbabwe,Perth,03 Feb 2004
A Bhandari,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Perth,03 Feb 2004
L Balaji,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Perth,03 Feb 2004
A Nehra,DNB,-,-,-,-,-,2,ODI,Zimbabwe,Perth,03 Feb 2004
V Sehwag,3,13,8,0,0,37.50,1,ODI,Australia,Melbourne,06 Feb 2004
SR Tendulkar,8,28,22,1,0,36.36,1,ODI,Australia,Melbourne,06 Feb 2004
VVS Laxman,24,50,25,2,0,96.00,1,ODI,Australia,Melbourne,06 Feb 2004
R Dravid,12,43,29,3,0,41.37,1,ODI,Australia,Melbourne,06 Feb 2004
SC Ganguly,6,33,21,0,0,28.57,1,ODI,Australia,Melbourne,06 Feb 2004
Yuvraj Singh,21,30,21,3,0,100.00,1,ODI,Australia,Melbourne,06 Feb 2004
HK Badani,60*,120,81,4,0,74.07,1,ODI,Australia,Melbourne,06 Feb 2004
AB Agarkar,53,70,62,4,2,85.48,1,ODI,Australia,Melbourne,06 Feb 2004
IK Pathan,19,23,19,0,1,100.00,1,ODI,Australia,Melbourne,06 Feb 2004
A Kumble,2,7,3,0,0,66.66,1,ODI,Australia,Melbourne,06 Feb 2004
L Balaji,2,5,7,0,0,28.57,1,ODI,Australia,Melbourne,06 Feb 2004
